MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS (L),TRANSMISSION,FUEL TYPE,FUEL CONS: CITY (L/100 km),FUEL CONS: HWY (L/100 km),CO2 RATING,SMOG RATING,CO2 EMISSIONS(g/km) 
GENESIS,G90 AWD,FULL-SIZE,5.0,8.0,AS8,Z,15.2,10.2,3.0,5.0,306.0
GMC,ACADIA,SUV - STANDARD,2.5,4.0,A6,X,11.0,9.2,5.0,3.0,239.0
GMC,ACADIA,SUV - STANDARD,3.6,6.0,A6,X,13.1,9.4,4.0,5.0,268.0
GMC,ACADIA AWD,SUV - STANDARD,2.5,4.0,A6,X,11.2,9.4,5.0,3.0,243.0
GMC,ACADIA AWD,SUV - STANDARD,3.6,6.0,A6,X,13.5,9.5,4.0,5.0,275.0
GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4.0,A6,X,12.1,9.2,4.0,5.0,253.0
GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4.0,M6,X,11.9,9.2,4.0,5.0,251.0
GMC,CANYON,PICKUP TRUCK - SMALL,2.8,4.0,A6,D,10.8,8.0,4.0,3.0,257.0
GMC,CANYON,PICKUP TRUCK - SMALL,3.6,6.0,A8,X,13.4,9.6,4.0,5.0,274.0
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.5,4.0,A6,X,12.6,9.8,4.0,5.0,266.0
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.8,4.0,A6,D,12.1,8.3,4.0,3.0,279.0
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,3.6,6.0,A8,X,14.1,10.0,3.0,5.0,288.0
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,X,13.4,10.0,4.0,5.0,278.0
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,E,19.3,14.4,3.0,5.0,284.0
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,14.6,10.3,3.0,3.0,298.0
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,14.6,10.3,3.0,3.0,298.0
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,E,19.7,13.9,4.0,3.0,283.0
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,14.9,10.9,3.0,3.0,307.0
GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8.0,A8,Z,15.9,11.2,3.0,3.0,323.0
GMC,SIERRA eASSIST,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,13.4,10.0,4.0,3.0,278.0
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,X,14.1,10.6,3.0,5.0,294.0
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,E,20.2,15.2,3.0,5.0,296.0
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,15.0,10.7,3.0,3.0,307.0
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,15.0,10.7,3.0,3.0,307.0
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,E,21.0,15.0,3.0,3.0,309.0
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,15.6,11.6,3.0,3.0,324.0
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8.0,A8,Z,16.0,11.7,3.0,3.0,331.0
GMC,SIERRA eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,14.4,11.2,3.0,3.0,304.0
GMC,TERRAIN,SUV - SMALL,1.5,4.0,A9,X,9.2,7.9,6.0,5.0,201.0
GMC,TERRAIN,SUV - SMALL,1.6,4.0,A6,D,8.5,6.0,6.0,3.0,198.0
GMC,TERRAIN AWD,SUV - SMALL,1.5,4.0,A9,X,9.6,8.3,5.0,5.0,210.0
GMC,TERRAIN AWD,SUV - SMALL,1.6,4.0,A6,D,8.5,6.1,6.0,3.0,198.0
GMC,TERRAIN AWD,SUV - SMALL,2.0,4.0,A9,Z,11.2,9.0,5.0,5.0,239.0
GMC,YUKON,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,3.0,3.0,305.0
GMC,YUKON FFV,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,3.0,3.0,305.0
GMC,YUKON FFV,SUV - STANDARD,5.3,8.0,A6,E,19.8,13.9,3.0,3.0,285.0
GMC,YUKON 4WD,SUV - STANDARD,5.3,8.0,A6,X,15.2,10.8,3.0,3.0,310.0
GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8.0,A6,X,15.2,10.8,3.0,3.0,310.0
GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8.0,A6,E,20.8,14.5,3.0,3.0,299.0
GMC,YUKON 4WD,SUV - STANDARD,6.2,8.0,A10,Z,16.4,10.7,3.0,3.0,325.0
GMC,YUKON XL,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,3.0,3.0,305.0
GMC,YUKON XL FFV,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,3.0,3.0,305.0
GMC,YUKON XL FFV,SUV - STANDARD,5.3,8.0,A6,E,19.8,13.9,3.0,3.0,285.0
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8.0,A6,X,15.3,10.9,3.0,3.0,313.0
GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8.0,A6,X,15.3,10.9,3.0,3.0,312.0
GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8.0,A6,E,22.3,15.7,3.0,3.0,321.0
GMC,YUKON XL 4WD,SUV - STANDARD,6.2,8.0,A10,Z,17.1,11.3,2.0,3.0,340.0
HONDA,ACCORD,FULL-SIZE,1.5,4.0,AV,X,7.9,6.3,8.0,7.0,168.0
HONDA,ACCORD,FULL-SIZE,1.5,4.0,AV7,X,8.2,6.8,7.0,7.0,177.0
HONDA,ACCORD,FULL-SIZE,1.5,4.0,M6,X,8.9,6.7,7.0,6.0,185.0
HONDA,ACCORD,FULL-SIZE,2.0,4.0,M6,X,10.7,7.3,5.0,6.0,214.0
HONDA,ACCORD SPORT/TOURING,MID-SIZE,2.0,4.0,AS10,X,10.4,7.4,5.0,7.0,211.0
HONDA,ACCORD HYBRID,FULL-SIZE,2.0,4.0,AV,X,5.0,5.1,10.0,7.0,118.0
HONDA,CIVIC COUPE,COMPACT,1.5,4.0,AV,X,7.5,5.9,8.0,3.0,158.0
HONDA,CIVIC COUPE,COMPACT,1.5,4.0,M6,X,7.7,5.7,8.0,3.0,158.0
HONDA,CIVIC COUPE,COMPACT,2.0,4.0,AV,X,7.8,6.0,8.0,3.0,163.0
HONDA,CIVIC COUPE,COMPACT,2.0,4.0,M6,X,8.5,6.1,7.0,3.0,173.0
HONDA,CIVIC COUPE Si,COMPACT,1.5,4.0,M6,Z,8.4,6.2,7.0,3.0,173.0
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4.0,AV,X,7.7,6.0,8.0,3.0,162.0
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4.0,AV7,X,7.9,6.6,7.0,3.0,170.0
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4.0,M6,X,8.0,6.2,8.0,3.0,167.0
HONDA,CIVIC HATCHBACK SPORT,FULL-SIZE,1.5,4.0,AV7,Z,7.9,6.6,7.0,3.0,170.0
HONDA,CIVIC HATCHBACK SPORT,FULL-SIZE,1.5,4.0,M6,Z,8.0,6.2,8.0,3.0,167.0
HONDA,CIVIC SEDAN,MID-SIZE,1.5,4.0,AV,X,7.4,5.6,8.0,3.0,153.0
HONDA,CIVIC SEDAN,MID-SIZE,2.0,4.0,AV,X,7.8,6.0,8.0,3.0,163.0
HONDA,CIVIC SEDAN,MID-SIZE,2.0,4.0,M6,X,8.5,6.0,7.0,3.0,172.0
HONDA,CIVIC SEDAN Si,MID-SIZE,1.5,4.0,M6,Z,8.4,6.2,7.0,3.0,173.0
HONDA,CIVIC TYPE R,FULL-SIZE,2.0,4.0,M6,Z,10.6,8.3,5.0,3.0,224.0
HONDA,CR-V,SUV - SMALL,1.5,4.0,AV,X,8.4,7.0,7.0,5.0,181.0
HONDA,CR-V AWD,SUV - SMALL,1.5,4.0,AV,X,8.7,7.2,6.0,5.0,188.0
HONDA,FIT,STATION WAGON - SMALL,1.5,4.0,AV,X,7.0,5.9,8.0,7.0,151.0
HONDA,FIT,STATION WAGON - SMALL,1.5,4.0,AV7,X,7.6,6.5,8.0,7.0,166.0
HONDA,FIT,STATION WAGON - SMALL,1.5,4.0,M6,X,8.1,6.6,7.0,3.0,174.0
HONDA,HR-V,STATION WAGON - SMALL,1.8,4.0,AV,X,8.3,6.9,7.0,3.0,180.0
HONDA,HR-V,STATION WAGON - SMALL,1.8,4.0,AV7,X,8.3,6.9,7.0,3.0,180.0
HONDA,HR-V,STATION WAGON - SMALL,1.8,4.0,M6,X,9.4,7.1,6.0,3.0,195.0
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4.0,AV,X,8.9,7.5,6.0,3.0,194.0
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4.0,AV7,X,8.9,7.5,6.0,3.0,194.0
HONDA,ODYSSEY,MINIVAN,3.5,6.0,AS9,X,12.6,8.4,4.0,3.0,252.0
HONDA,ODYSSEY TOURING,MINIVAN,3.5,6.0,AS10,X,12.2,8.5,4.0,3.0,247.0
HONDA,PILOT AWD,SUV - SMALL,3.5,6.0,A6,X,13.0,9.3,4.0,3.0,266.0
HONDA,PILOT AWD,SUV - SMALL,3.5,6.0,AS9,X,12.4,9.3,4.0,3.0,256.0
HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6.0,A6,X,12.8,9.5,4.0,3.0,264.0
HYUNDAI,ELANTRA,MID-SIZE,1.6,4.0,AM7,X,8.9,7.0,6.0,3.0,189.0
HYUNDAI,ACCENT,COMPACT,1.6,4.0,AS6,X,8.3,6.2,7.0,3.0,173.0
HYUNDAI,ACCENT,COMPACT,1.6,4.0,M6,X,8.2,6.3,7.0,3.0,173.0
HYUNDAI,ELANTRA,MID-SIZE,1.6,4.0,M6,X,10.7,7.8,5.0,3.0,221.0
HYUNDAI,ELANTRA,MID-SIZE,2.0,4.0,AS6,X,8.3,6.4,7.0,5.0,174.0
HYUNDAI,ELANTRA,MID-SIZE,2.0,4.0,M6,X,9.3,6.4,6.0,5.0,188.0
HYUNDAI,ELANTRA GT,FULL-SIZE,1.6,4.0,AM7,X,9.2,7.1,6.0,3.0,194.0
HYUNDAI,ELANTRA GT,FULL-SIZE,1.6,4.0,M6,X,10.7,8.1,5.0,3.0,226.0
HYUNDAI,ELANTRA GT,FULL-SIZE,2.0,4.0,AS6,X,9.4,7.2,6.0,3.0,198.0
HYUNDAI,ELANTRA GT,FULL-SIZE,2.0,4.0,M6,X,9.8,7.3,6.0,3.0,205.0
HYUNDAI,IONIQ,FULL-SIZE,1.6,4.0,AM6,X,4.3,4.4,10.0,7.0,102.0
HYUNDAI,IONIQ BLUE,FULL-SIZE,1.6,4.0,AM6,X,4.2,4.0,10.0,7.0,96.0
HYUNDAI,KONA,SUV - SMALL,2.0,4.0,AS6,X,8.6,7.0,7.0,5.0,186.0
HYUNDAI,KONA AWD,SUV - SMALL,1.6,4.0,AM7,X,9.0,8.0,6.0,5.0,201.0
HYUNDAI,KONA AWD,SUV - SMALL,2.0,4.0,AS6,X,9.2,7.8,6.0,5.0,202.0
HYUNDAI,SANTA FE,SUV - SMALL,3.3,6.0,AS6,X,12.9,9.4,4.0,3.0,265.0
HYUNDAI,SANTA FE AWD,SUV - SMALL,3.3,6.0,AS6,X,13.0,9.7,4.0,3.0,269.0
HYUNDAI,SANTA FE ULTIMATE AWD,SUV - SMALL,3.3,6.0,AS6,X,13.9,10.8,3.0,3.0,295.0
HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4.0,AS6,X,11.1,8.6,5.0,5.0,235.0
HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.4,4.0,AS6,X,12.0,9.1,4.0,5.0,253.0
HYUNDAI,SANTA FE SPORT ULTIMATE AWD,SUV - SMALL,2.0,4.0,AS6,X,12.5,9.6,4.0,3.0,264.0
HYUNDAI,SONATA,FULL-SIZE,2.0,4.0,AS8,X,10.4,7.4,5.0,5.0,212.0
HYUNDAI,SONATA,FULL-SIZE,2.4,4.0,AS6,X,9.8,6.9,6.0,5.0,202.0
HYUNDAI,SONATA HYBRID,MID-SIZE,2.0,4.0,AM6,X,6.0,5.3,9.0,7.0,135.0
HYUNDAI,SONATA HYBRID SE,MID-SIZE,2.0,4.0,AM6,X,5.9,5.1,9.0,7.0,132.0
HYUNDAI,TUCSON,SUV - SMALL,2.0,4.0,AS6,X,10.1,7.8,5.0,3.0,213.0
HYUNDAI,TUCSON AWD,SUV - SMALL,1.6,4.0,AM7,X,9.9,8.5,5.0,3.0,221.0
HYUNDAI,TUCSON AWD,SUV - SMALL,2.0,4.0,AS6,X,11.0,9.1,5.0,3.0,241.0
INFINITI,Q50 AWD,MID-SIZE,2.0,4.0,AS7,Z,10.7,8.6,5.0,3.0,228.0
INFINITI,Q50 AWD,MID-SIZE,3.0,6.0,AS7,Z,12.4,8.7,4.0,3.0,253.0
INFINITI,Q50 AWD RED SPORT,MID-SIZE,3.0,6.0,AS7,Z,12.5,9.3,4.0,3.0,260.0
INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6.0,AS7,Z,9.1,7.7,6.0,3.0,200.0
INFINITI,Q60 AWD,SUBCOMPACT,2.0,4.0,AS7,Z,11.2,8.5,5.0,3.0,233.0
INFINITI,Q60 AWD,SUBCOMPACT,3.0,6.0,AS7,Z,12.3,8.6,4.0,3.0,251.0
INFINITI,Q60 AWD RED SPORT,SUBCOMPACT,3.0,6.0,AS7,Z,12.5,9.2,4.0,3.0,259.0
INFINITI,Q70 AWD,MID-SIZE,3.7,6.0,AS7,Z,13.2,9.8,4.0,3.0,274.0
INFINITI,Q70 AWD,MID-SIZE,5.6,8.0,AS7,Z,14.9,10.3,3.0,3.0,301.0
INFINITI,QX30,COMPACT,2.0,4.0,AM7,Z,9.7,7.1,6.0,3.0,200.0
INFINITI,QX30 AWD,COMPACT,2.0,4.0,AM7,Z,10.6,8.0,5.0,3.0,221.0
INFINITI,QX60 AWD,SUV - SMALL,3.5,6.0,AV7,Z,12.5,9.0,4.0,3.0,257.0
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8.0,AS7,Z,17.4,12.2,2.0,3.0,354.0
JAGUAR,F-PACE 20d,SUV - SMALL,2.0,4.0,AS8,D,8.9,7.2,5.0,1.0,218.0
JAGUAR,F-PACE 25t,SUV - SMALL,2.0,4.0,AS8,Z,10.7,8.8,5.0,7.0,227.0
JAGUAR,F-PACE 35t,SUV - SMALL,3.0,6.0,AS8,Z,13.3,10.0,4.0,7.0,277.0
JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,2.0,4.0,AS8,Z,10.2,7.8,5.0,7.0,215.0
JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6.0,AS8,Z,11.9,8.5,5.0,7.0,242.0
JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6.0,M6,Z,14.9,9.8,3.0,7.0,296.0
JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC,TWO-SEATER,3.0,6.0,AS8,Z,12.4,8.8,4.0,7.0,253.0
JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC,TWO-SEATER,3.0,6.0,M6,Z,15.3,10.0,3.0,7.0,302.0
JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC AWD,TWO-SEATER,3.0,6.0,AS8,Z,13.0,9.2,4.0,7.0,265.0
JAGUAR,F-TYPE COUPE,TWO-SEATER,2.0,4.0,AS8,Z,10.2,7.8,5.0,7.0,215.0
JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6.0,AS8,Z,11.9,8.5,5.0,7.0,242.0
JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6.0,M6,Z,14.9,9.8,3.0,7.0,296.0
JAGUAR,F-TYPE COUPE R-DYNAMIC,TWO-SEATER,3.0,6.0,AS8,Z,12.4,8.8,4.0,7.0,253.0
JAGUAR,F-TYPE COUPE R-DYNAMIC,TWO-SEATER,3.0,6.0,M6,Z,15.3,10.0,3.0,7.0,302.0
JAGUAR,F-TYPE COUPE R-DYNAMIC AWD,TWO-SEATER,3.0,6.0,AS8,Z,13.0,9.2,4.0,7.0,265.0
JAGUAR,F-TYPE R AWD CONVERTIBLE,TWO-SEATER,5.0,8.0,AS8,Z,15.6,10.4,3.0,3.0,311.0
JAGUAR,F-TYPE R AWD COUPE,TWO-SEATER,5.0,8.0,AS8,Z,15.6,10.4,3.0,3.0,311.0
JAGUAR,XE 20d AWD,COMPACT,2.0,4.0,AS8,D,7.8,5.8,7.0,1.0,186.0
JAGUAR,XE 25t AWD,COMPACT,2.0,4.0,AS8,Z,9.8,6.9,6.0,7.0,200.0
JAGUAR,XE 35t AWD,COMPACT,3.0,6.0,AS8,Z,11.8,8.2,5.0,7.0,238.0
JAGUAR,XF 20d AWD,MID-SIZE,2.0,4.0,AS8,D,7.8,5.8,7.0,1.0,186.0
JAGUAR,XF 25t AWD,MID-SIZE,2.0,4.0,AS8,Z,10.1,7.2,6.0,7.0,207.0
JAGUAR,XF 35t AWD,MID-SIZE,3.0,6.0,AS8,Z,12.0,8.4,5.0,7.0,243.0
JAGUAR,XJ R-SPORT AWD,FULL-SIZE,3.0,6.0,AS8,Z,14.0,9.0,4.0,7.0,276.0
JAGUAR,XJL PORTFOLIO AWD,FULL-SIZE,3.0,6.0,AS8,Z,14.0,9.4,4.0,7.0,280.0
JAGUAR,XJR LWB,FULL-SIZE,5.0,8.0,AS8,Z,15.8,10.3,3.0,3.0,313.0
JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4.0,A9,X,11.0,7.8,5.0,3.0,225.0
JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4.0,A9,E,15.5,10.5,5.0,3.0,218.0
JEEP,CHEROKEE,SUV - SMALL,3.2,6.0,A9,X,11.4,8.3,5.0,3.0,234.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,2.4,4.0,A9,X,11.3,8.4,5.0,3.0,235.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I FFV,SUV - SMALL,2.4,4.0,A9,X,11.3,8.4,5.0,3.0,235.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I FFV,SUV - SMALL,2.4,4.0,A9,E,16.3,11.3,5.0,3.0,231.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,3.2,6.0,A9,X,11.6,8.6,5.0,3.0,241.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4.0,A9,X,11.4,8.7,5.0,1.0,239.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6.0,A9,X,12.8,9.0,4.0,3.0,259.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,2.4,4.0,A9,X,12.1,9.4,4.0,1.0,256.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,3.2,6.0,A9,X,12.9,9.9,4.0,3.0,269.0
JEEP,COMPASS,SUV - SMALL,2.4,4.0,A6,X,10.6,7.6,5.0,7.0,218.0
JEEP,COMPASS,SUV - SMALL,2.4,4.0,M6,X,10.4,7.3,5.0,3.0,211.0
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4.0,A9,X,10.8,7.8,5.0,7.0,222.0
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4.0,M6,X,10.8,7.6,5.0,3.0,221.0
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.0,6.0,A8,D,11.2,8.5,4.0,1.0,268.0
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.6,6.0,A8,X,12.7,9.6,4.0,5.0,265.0
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,5.7,8.0,A8,X,16.7,10.9,3.0,3.0,331.0
JEEP,GRAND CHEROKEE 4X4 SRT,SUV - STANDARD,6.4,8.0,A8,Z,18.3,12.6,2.0,1.0,368.0
JEEP,GRAND CHEROKEE 4X4 TRACKHAWK,SUV - STANDARD,6.2,8.0,A8,Z,20.9,13.8,1.0,1.0,413.0
JEEP,NEW WRANGLER 4X4,SUV - SMALL,2.0,4.0,A8,X,10.5,9.4,5.0,5.0,233.0
JEEP,NEW WRANGLER 4X4,SUV - SMALL,3.6,6.0,A8,X,12.8,10.4,4.0,5.0,274.0
JEEP,NEW WRANGLER 4X4,SUV - SMALL,3.6,6.0,M6,X,13.7,9.6,4.0,5.0,277.0
JEEP,NEW WRANGLER UNLIMITED 4X4,SUV - SMALL,2.0,4.0,A8,X,10.9,10.0,5.0,5.0,245.0
JEEP,NEW WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6.0,A8,X,12.9,10.2,4.0,5.0,275.0
JEEP,NEW WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6.0,M6,X,13.8,10.1,3.0,5.0,285.0
JEEP,RENEGADE,SUV - SMALL,1.4,4.0,M6,X,9.9,7.7,5.0,3.0,209.0
JEEP,RENEGADE,SUV - SMALL,2.4,4.0,A9,X,10.8,7.8,5.0,7.0,222.0
JEEP,RENEGADE FFV,SUV - SMALL,2.4,4.0,A9,X,10.8,7.8,5.0,3.0,222.0
JEEP,RENEGADE FFV,SUV - SMALL,2.4,4.0,A9,E,14.4,10.2,6.0,3.0,206.0
JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4.0,M6,X,9.9,7.7,5.0,3.0,211.0
JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4.0,A9,X,11.2,8.2,5.0,7.0,230.0
JEEP,WRANGLER JK 4X4,SUV - SMALL,3.6,6.0,A5,X,14.1,11.1,3.0,3.0,299.0
JEEP,WRANGLER JK 4X4,SUV - SMALL,3.6,6.0,M6,X,14.2,11.0,3.0,3.0,298.0
JEEP,WRANGLER JK UNLIMITED 4X4,SUV - SMALL,3.6,6.0,A5,X,14.7,11.7,3.0,3.0,313.0
JEEP,WRANGLER JK UNLIMITED 4X4,SUV - SMALL,3.6,6.0,M6,X,15.0,11.4,3.0,3.0,312.0
KIA,CADENZA,FULL-SIZE,3.3,6.0,AS8,X,11.5,8.5,5.0,3.0,237.0
KIA,FORTE (MPI),MID-SIZE,2.0,4.0,AS6,X,8.0,6.1,8.0,5.0,168.0
KIA,FORTE (GDI),MID-SIZE,2.0,4.0,AS6,X,9.4,7.0,6.0,3.0,198.0
KIA,FORTE,MID-SIZE,2.0,4.0,M6,X,9.4,6.8,6.0,5.0,195.0
KIA,FORTE 5,FULL-SIZE,1.6,4.0,AM7,X,9.4,7.9,6.0,3.0,207.0
KIA,FORTE 5,FULL-SIZE,2.0,4.0,AS6,X,9.4,7.0,6.0,3.0,197.0
KIA,FORTE 5,FULL-SIZE,2.0,4.0,M6,X,9.8,7.3,6.0,3.0,204.0
KIA,K900,FULL-SIZE,3.8,6.0,AS8,X,13.8,9.3,4.0,3.0,279.0
KIA,K900,FULL-SIZE,5.0,8.0,AS8,Z,15.6,10.6,3.0,3.0,317.0
KIA,NIRO,STATION WAGON - SMALL,1.6,4.0,AM6,X,4.6,5.1,10.0,7.0,114.0
KIA,NIRO FE,STATION WAGON - SMALL,1.6,4.0,AM6,X,4.5,4.8,10.0,7.0,110.0
KIA,NIRO TOURING,STATION WAGON - SMALL,1.6,4.0,AM6,X,5.1,5.8,9.0,7.0,129.0
KIA,OPTIMA,FULL-SIZE,2.0,4.0,AS6,X,10.9,7.6,5.0,3.0,224.0
KIA,OPTIMA,FULL-SIZE,2.4,4.0,AS6,X,9.6,6.8,6.0,5.0,198.0
KIA,OPTIMA FE,FULL-SIZE,2.4,4.0,AS6,X,9.3,6.6,6.0,5.0,190.0
KIA,OPTIMA HYBRID,MID-SIZE,2.0,4.0,AM6,X,6.0,5.1,9.0,3.0,132.0
KIA,RIO,COMPACT,1.6,4.0,AS6,X,8.5,6.4,7.0,3.0,177.0
KIA,RIO,COMPACT,1.6,4.0,M6,X,8.3,6.4,7.0,3.0,175.0
KIA,SEDONA,MINIVAN,3.3,6.0,AS6,X,13.2,9.7,4.0,3.0,275.0
KIA,SEDONA SX,MINIVAN,3.3,6.0,AS6,X,12.9,9.5,4.0,3.0,269.0
KIA,SEDONA SXL,MINIVAN,3.3,6.0,AS6,X,14.1,10.5,3.0,3.0,296.0
KIA,SORENTO,SUV - SMALL,2.4,4.0,AS6,X,11.2,8.3,5.0,5.0,234.0
KIA,SORENTO AWD,SUV - SMALL,2.0,4.0,AS6,X,12.3,9.4,4.0,3.0,259.0
KIA,SORENTO AWD,SUV - SMALL,2.4,4.0,AS6,X,11.5,9.3,4.0,5.0,246.0
KIA,SORENTO AWD,SUV - SMALL,3.3,6.0,AS6,X,14.0,10.1,3.0,3.0,289.0
KIA,SORENTO AWD FE,SUV - SMALL,3.3,6.0,AS6,X,13.2,9.3,4.0,3.0,270.0
KIA,SOUL,STATION WAGON - SMALL,1.6,4.0,AM7,X,9.1,7.7,6.0,3.0,199.0
KIA,SOUL,STATION WAGON - SMALL,1.6,4.0,AS6,X,9.4,7.8,6.0,3.0,205.0
KIA,SOUL,STATION WAGON - SMALL,2.0,4.0,AS6,X,9.5,7.8,6.0,5.0,206.0
KIA,SPORTAGE,SUV - SMALL,2.4,4.0,AS6,X,10.3,7.8,5.0,5.0,218.0
KIA,SPORTAGE AWD,SUV - SMALL,2.0,4.0,AS6,X,11.9,10.2,4.0,3.0,263.0
KIA,SPORTAGE AWD,SUV - SMALL,2.4,4.0,AS6,X,11.3,9.5,4.0,5.0,247.0
KIA,STINGER AWD,MID-SIZE,3.3,6.0,AS8,Z,12.7,9.6,4.0,3.0,265.0
LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12.0,AM7,Z,23.8,14.1,1.0,1.0,454.0
LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12.0,AM7,Z,24.2,14.5,1.0,1.0,464.0
LAMBORGHINI,AVENTADOR S COUPE,TWO-SEATER,6.5,12.0,AM7,Z,23.8,14.1,1.0,1.0,454.0
