MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS (L),TRANSMISSION,FUEL TYPE,FUEL CONS: CITY (L/100 km),FUEL CONS: HWY (L/100 km),CO2 RATING,SMOG RATING,CO2 EMISSIONS(g/km) 
NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6.0,AV7,X,11.2,8.4,5.0,5.0,232.0
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4.0,AV,X,9.8,8.8,5.0,3.0,218.0
NISSAN,PATHFINDER,SUV - SMALL,3.5,6.0,AV,X,11.6,8.5,5.0,5.0,240.0
NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6.0,AV,X,12.1,8.9,4.0,5.0,250.0
NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6.0,AV,X,12.4,9.2,4.0,3.0,259.0
NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4.0,AV,X,8.8,7.3,6.0,5.0,191.0
NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4.0,M6,X,10.0,8.1,5.0,5.0,216.0
NISSAN,QASHQAI AWD,STATION WAGON - SMALL,2.0,4.0,AV,X,9.0,7.5,6.0,5.0,196.0
NISSAN,ROGUE,SUV - SMALL,2.5,4.0,AV,X,9.2,7.0,6.0,5.0,192.0
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4.0,AV,X,9.7,7.4,6.0,5.0,205.0
NISSAN,SENTRA,MID-SIZE,1.8,4.0,AV,X,8.1,6.3,7.0,7.0,172.0
NISSAN,SENTRA,MID-SIZE,1.8,4.0,M6,X,8.9,6.8,7.0,1.0,187.0
NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4.0,AV7,Z,8.9,7.3,6.0,3.0,193.0
NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4.0,M6,Z,9.1,7.3,6.0,3.0,195.0
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4.0,AV7,Z,9.4,7.8,6.0,3.0,205.0
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4.0,M6,Z,9.5,7.6,6.0,3.0,204.0
NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8.0,AS7,X,15.0,11.2,3.0,3.0,312.0
NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8.0,AS7,X,15.2,11.1,3.0,3.0,315.0
NISSAN,TITAN 4WD PRO-4X,PICKUP TRUCK - STANDARD,5.6,8.0,AS7,X,15.9,11.9,3.0,3.0,331.0
NISSAN,VERSA,MID-SIZE,1.6,4.0,AV,X,7.6,6.2,8.0,5.0,164.0
NISSAN,VERSA,MID-SIZE,1.6,4.0,M5,X,8.6,6.6,7.0,5.0,180.0
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6.0,AM7,Z,10.6,8.0,5.0,1.0,221.0
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6.0,M7,Z,11.8,8.1,5.0,1.0,237.0
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.0,6.0,AM7,Z,10.8,8.3,5.0,1.0,227.0
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.0,6.0,M7,Z,12.0,8.2,5.0,1.0,241.0
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.0,6.0,AM7,Z,11.5,9.1,5.0,1.0,243.0
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.0,6.0,M7,Z,13.0,8.9,4.0,1.0,260.0
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.0,6.0,AM7,Z,11.8,9.2,4.0,1.0,249.0
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.0,6.0,M7,Z,12.7,9.0,4.0,1.0,258.0
PORSCHE,911 CARRERA S,MINICOMPACT,3.0,6.0,AM7,Z,10.8,8.3,5.0,1.0,226.0
PORSCHE,911 CARRERA S,MINICOMPACT,3.0,6.0,M7,Z,12.1,8.3,5.0,1.0,242.0
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6.0,AM7,Z,10.8,8.4,5.0,1.0,228.0
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6.0,M7,Z,12.1,8.3,5.0,1.0,243.0
PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6.0,AM7,Z,10.7,8.3,5.0,1.0,225.0
PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6.0,M7,Z,12.1,8.3,5.0,1.0,242.0
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.0,6.0,AM7,Z,11.0,8.4,5.0,1.0,230.0
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.0,6.0,M7,Z,12.2,8.5,5.0,1.0,246.0
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.0,6.0,AM7,Z,11.8,9.2,4.0,1.0,248.0
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.0,6.0,M7,Z,12.8,8.9,4.0,1.0,257.0
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.0,6.0,AM7,Z,11.9,9.3,4.0,1.0,250.0
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.0,6.0,M7,Z,12.9,9.1,4.0,1.0,260.0
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.0,6.0,AM7,Z,11.0,8.5,5.0,1.0,232.0
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.0,6.0,M7,Z,12.1,8.4,5.0,1.0,243.0
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.0,6.0,AM7,Z,10.9,8.5,5.0,1.0,231.0
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.0,6.0,M7,Z,12.2,8.5,4.0,1.0,246.0
PORSCHE,911 GT3,TWO-SEATER,4.0,6.0,AM7,Z,15.8,11.6,3.0,1.0,324.0
PORSCHE,911 GT3,TWO-SEATER,4.0,6.0,M6,Z,18.0,11.5,2.0,1.0,352.0
PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6.0,AM7,Z,10.9,8.4,5.0,1.0,228.0
PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6.0,M7,Z,12.2,8.5,5.0,1.0,246.0
PORSCHE,911 TARGA 4 GTS,MINICOMPACT,3.0,6.0,AM7,Z,12.1,9.2,4.0,1.0,251.0
PORSCHE,911 TARGA 4 GTS,MINICOMPACT,3.0,6.0,M7,Z,13.2,9.2,4.0,1.0,266.0
PORSCHE,911 TARGA 4S,MINICOMPACT,3.0,6.0,AM7,Z,11.1,8.6,5.0,1.0,233.0
PORSCHE,911 TARGA 4S,MINICOMPACT,3.0,6.0,M7,Z,12.2,8.5,4.0,1.0,246.0
PORSCHE,911 TURBO,MINICOMPACT,3.8,6.0,AM7,Z,12.6,9.9,4.0,1.0,266.0
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6.0,AM7,Z,12.6,9.9,4.0,1.0,267.0
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6.0,AM7,Z,12.6,9.9,4.0,1.0,266.0
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6.0,AM7,Z,12.6,9.9,4.0,1.0,267.0
PORSCHE,911 TURBO S EXCLUSIVE,MINICOMPACT,3.8,6.0,AM7,Z,13.8,10.3,3.0,1.0,285.0
PORSCHE,BOXSTER,TWO-SEATER,2.0,4.0,AM7,Z,10.5,8.0,5.0,1.0,219.0
PORSCHE,BOXSTER,TWO-SEATER,2.0,4.0,M6,Z,11.0,8.3,5.0,1.0,229.0
PORSCHE,BOXSTER GTS,TWO-SEATER,2.5,4.0,AM7,Z,11.8,9.2,4.0,1.0,249.0
PORSCHE,BOXSTER GTS,TWO-SEATER,2.5,4.0,M6,Z,12.3,9.4,4.0,1.0,257.0
PORSCHE,BOXSTER S,TWO-SEATER,2.5,4.0,AM7,Z,11.0,8.4,5.0,1.0,230.0
PORSCHE,BOXSTER S,TWO-SEATER,2.5,4.0,M6,Z,12.1,9.0,4.0,1.0,249.0
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6.0,A8,Z,12.9,9.7,4.0,1.0,268.0
PORSCHE,CAYENNE GTS,SUV - STANDARD,3.6,6.0,A8,Z,14.5,10.4,3.0,1.0,296.0
PORSCHE,CAYENNE PLATINUM,SUV - STANDARD,3.6,6.0,A8,Z,13.6,10.2,4.0,1.0,281.0
PORSCHE,CAYENNE S,SUV - STANDARD,3.6,6.0,A8,Z,13.9,9.6,4.0,1.0,281.0
PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8.0,A8,Z,16.7,11.2,3.0,1.0,334.0
PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8.0,A8,Z,16.7,11.2,3.0,1.0,334.0
PORSCHE,CAYMAN,TWO-SEATER,2.0,4.0,AM7,Z,10.5,8.0,5.0,1.0,219.0
PORSCHE,CAYMAN,TWO-SEATER,2.0,4.0,M6,Z,11.0,8.3,5.0,1.0,229.0
PORSCHE,CAYMAN GTS,TWO-SEATER,2.5,4.0,AM7,Z,11.8,9.2,4.0,1.0,249.0
PORSCHE,CAYMAN GTS,TWO-SEATER,2.5,4.0,M6,Z,12.3,9.4,4.0,1.0,257.0
PORSCHE,CAYMAN S,TWO-SEATER,2.5,4.0,AM7,Z,11.0,8.4,5.0,1.0,230.0
PORSCHE,CAYMAN S,TWO-SEATER,2.5,4.0,M6,Z,12.1,9.0,4.0,1.0,249.0
PORSCHE,MACAN,SUV - SMALL,2.0,4.0,A7,Z,11.6,9.3,4.0,1.0,248.0
PORSCHE,MACAN GTS,SUV - SMALL,3.0,6.0,A7,Z,13.8,10.3,3.0,1.0,287.0
PORSCHE,MACAN S,SUV - SMALL,3.0,6.0,A7,Z,13.7,10.3,3.0,1.0,285.0
PORSCHE,MACAN TURBO,SUV - SMALL,3.6,6.0,A7,Z,14.2,10.1,3.0,1.0,287.0
PORSCHE,MACAN TURBO KIT,SUV - SMALL,3.6,6.0,A7,Z,14.1,10.1,3.0,1.0,286.0
PORSCHE,PANAMERA,FULL-SIZE,3.0,6.0,AM8,Z,11.0,8.3,5.0,1.0,229.0
PORSCHE,PANAMERA 4,FULL-SIZE,3.0,6.0,AM8,Z,11.3,8.6,5.0,1.0,235.0
PORSCHE,PANAMERA 4 EXECUTIVE,FULL-SIZE,3.0,6.0,AM8,Z,11.3,8.6,5.0,1.0,235.0
PORSCHE,PANAMERA 4 ST,FULL-SIZE,3.0,6.0,AM8,Z,11.5,9.0,5.0,1.0,242.0
PORSCHE,PANAMERA 4S,FULL-SIZE,2.9,6.0,AM8,Z,11.3,8.5,5.0,1.0,235.0
PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,2.9,6.0,AM8,Z,11.3,8.5,5.0,1.0,235.0
PORSCHE,PANAMERA 4S ST,FULL-SIZE,2.9,6.0,AM8,Z,12.1,9.0,4.0,1.0,249.0
PORSCHE,PANAMERA TURBO,FULL-SIZE,4.0,8.0,AM8,Z,12.8,9.2,4.0,1.0,261.0
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.0,8.0,AM8,Z,12.8,9.2,4.0,1.0,261.0
PORSCHE,PANAMERA TURBO ST,FULL-SIZE,4.0,8.0,AM8,Z,13.4,10.1,4.0,1.0,279.0
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,A8,X,13.9,9.6,4.0,3.0,280.0
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,A8,E,19.7,13.8,4.0,3.0,283.0
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8.0,A6,X,17.0,12.0,2.0,3.0,346.0
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8.0,A8,X,15.7,11.0,3.0,3.0,319.0
RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6.0,A8,D,11.8,8.6,4.0,1.0,278.0
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,A8,X,14.5,10.2,3.0,3.0,294.0
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,A8,E,20.7,14.7,3.0,3.0,300.0
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8.0,A6,X,18.7,13.3,1.0,3.0,382.0
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8.0,A8,X,16.1,11.5,3.0,3.0,328.0
RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6.0,A8,D,12.3,8.8,3.0,1.0,289.0
RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4.0,A9,X,11.2,8.3,5.0,3.0,232.0
ROLLS-ROYCE,DAWN,COMPACT,6.6,12.0,AS8,Z,20.3,13.0,1.0,3.0,397.0
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12.0,AS8,Z,20.3,13.0,1.0,3.0,397.0
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12.0,AS8,Z,20.3,13.0,1.0,3.0,397.0
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12.0,AS8,Z,20.0,12.4,1.0,3.0,387.0
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12.0,AS8,Z,20.0,12.4,1.0,3.0,387.0
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12.0,AS8,Z,19.6,12.9,1.0,3.0,388.0
SUBARU,BRZ,MINICOMPACT,2.0,4.0,AS6,Z,9.7,7.2,6.0,1.0,200.0
SUBARU,BRZ,MINICOMPACT,2.0,4.0,M6,Z,11.2,8.1,5.0,1.0,229.0
SUBARU,BRZ tS,MINICOMPACT,2.0,4.0,M6,Z,11.6,8.6,5.0,1.0,239.0
SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4.0,AV7,X,8.8,7.2,6.0,6.0,188.0
SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4.0,M6,X,10.5,8.1,5.0,6.0,220.0
SUBARU,FORESTER AWD,SUV - SMALL,2.0,4.0,AV8,Z,10.2,8.6,5.0,1.0,223.0
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4.0,AV6,X,9.2,7.4,6.0,5.0,196.0
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4.0,M6,X,10.9,8.3,5.0,5.0,228.0
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4.0,AV7,X,8.3,6.4,7.0,6.0,174.0
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4.0,M5,X,10.0,7.5,6.0,6.0,208.0
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4.0,AV7,X,8.4,6.5,7.0,6.0,176.0
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4.0,M5,X,10.1,7.7,5.0,6.0,211.0
SUBARU,LEGACY AWD,MID-SIZE,2.5,4.0,AV7,X,9.3,7.0,6.0,5.0,193.0
SUBARU,LEGACY AWD,MID-SIZE,3.6,6.0,AV6,X,11.9,8.3,5.0,3.0,241.0
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4.0,AV7,X,9.4,7.3,6.0,5.0,198.0
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6.0,AV6,X,12.0,8.7,4.0,3.0,247.0
SUBARU,WRX AWD,COMPACT,2.0,4.0,AV8,Z,12.6,9.6,4.0,1.0,256.0
SUBARU,WRX AWD,COMPACT,2.0,4.0,M6,Z,11.3,8.5,5.0,1.0,235.0
SUBARU,WRX STI AWD,COMPACT,2.5,4.0,M6,Z,14.1,10.5,3.0,1.0,291.0
SUBARU,WRX STI AWD TYPE RA,COMPACT,2.5,4.0,M6,Z,14.3,10.9,3.0,1.0,296.0
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6.0,AS5,X,14.3,11.9,3.0,3.0,308.0
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6.0,AS5,X,14.3,11.9,3.0,3.0,308.0
TOYOTA,86,MINICOMPACT,2.0,4.0,AS6,Z,9.9,7.3,6.0,1.0,204.0
TOYOTA,86,MINICOMPACT,2.0,4.0,M6,Z,11.3,8.3,5.0,1.0,232.0
TOYOTA,AVALON,MID-SIZE,3.5,6.0,AS6,X,11.4,7.7,5.0,3.0,226.0
TOYOTA,CAMRY,MID-SIZE,2.5,4.0,AS8,X,8.1,5.7,8.0,7.0,164.0
TOYOTA,CAMRY LE/SE,MID-SIZE,2.5,4.0,AS8,X,8.4,6.0,7.0,7.0,172.0
TOYOTA,CAMRY XLE/XSE,MID-SIZE,2.5,4.0,AS8,X,8.5,6.1,7.0,7.0,173.0
TOYOTA,CAMRY,MID-SIZE,3.5,6.0,AS8,X,10.5,7.1,5.0,5.0,210.0
TOYOTA,CAMRY XSE,MID-SIZE,3.5,6.0,AS8,X,10.7,7.4,5.0,5.0,215.0
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4.0,AV6,X,4.9,4.8,10.0,7.0,113.0
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4.0,AV6,X,5.3,5.0,10.0,7.0,121.0
TOYOTA,C-HR,COMPACT,2.0,4.0,AV7,X,8.7,7.5,6.0,3.0,189.0
TOYOTA,COROLLA,MID-SIZE,1.8,4.0,AV,X,8.3,6.5,7.0,3.0,174.0
TOYOTA,COROLLA,MID-SIZE,1.8,4.0,AV7,X,8.3,6.7,7.0,3.0,178.0
TOYOTA,COROLLA,MID-SIZE,1.8,4.0,M6,X,8.5,6.6,7.0,3.0,178.0
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4.0,AV,X,7.8,5.9,8.0,5.0,163.0
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4.0,AV,X,8.0,6.3,8.0,5.0,168.0
TOYOTA,COROLLA iM,MID-SIZE,1.8,4.0,AV7,X,8.3,6.5,7.0,5.0,176.0
TOYOTA,COROLLA iM,MID-SIZE,1.8,4.0,M6,X,8.8,6.8,7.0,5.0,185.0
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6.0,AS8,X,11.8,8.7,5.0,5.0,243.0
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6.0,AS8,X,12.1,9.0,4.0,5.0,251.0
TOYOTA,HIGHLANDER AWD (Start/Stop System),SUV - STANDARD,3.5,6.0,AS8,X,12.0,8.9,4.0,5.0,247.0
TOYOTA,HIGHLANDER AWD LE,SUV - STANDARD,3.5,6.0,AS8,X,11.7,8.8,5.0,5.0,242.0
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6.0,AV6,X,8.1,8.5,6.0,7.0,193.0
TOYOTA,PRIUS,MID-SIZE,1.8,4.0,AV,X,4.3,4.6,10.0,7.0,105.0
TOYOTA,PRIUS c,COMPACT,1.5,4.0,AV,X,4.9,5.5,10.0,7.0,120.0
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4.0,AV,X,5.5,6.0,9.0,7.0,135.0
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4.0,AS6,X,10.0,7.8,5.0,3.0,210.0
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4.0,AS6,X,10.5,8.3,5.0,3.0,222.0
TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4.0,AS6,X,10.7,8.4,5.0,3.0,226.0
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4.0,AV6,X,6.9,7.8,7.0,7.0,171.0
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8.0,AS6,X,18.4,13.8,1.0,5.0,384.0
TOYOTA,SIENNA,MINIVAN,3.5,6.0,AS8,X,12.5,8.9,4.0,5.0,256.0
TOYOTA,SIENNA AWD,MINIVAN,3.5,6.0,AS8,X,13.4,9.6,4.0,5.0,274.0
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4.0,AS6,X,12.1,10.1,4.0,5.0,263.0
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6.0,AS6,X,12.6,10.0,4.0,5.0,268.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4.0,AS6,X,12.7,10.6,4.0,5.0,274.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6.0,AS6,X,13.2,10.7,4.0,5.0,283.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6.0,M6,X,13.8,11.4,3.0,5.0,299.0
TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6.0,M6,X,13.8,11.7,3.0,5.0,300.0
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8.0,AS6,X,17.7,13.6,2.0,5.0,371.0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8.0,AS6,X,16.8,13.1,2.0,3.0,354.0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8.0,AS6,X,18.0,14.2,1.0,5.0,383.0
TOYOTA,YARIS,COMPACT,1.5,4.0,AS6,X,7.3,5.8,8.0,3.0,155.0
TOYOTA,YARIS (SIL),COMPACT,1.5,4.0,M6,X,7.8,6.0,8.0,3.0,164.0
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4.0,A4,X,7.9,6.8,7.0,3.0,173.0
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4.0,M5,X,7.8,6.5,8.0,3.0,168.0
VOLKSWAGEN,ATLAS,SUV - SMALL,2.0,4.0,AS8,X,10.8,8.9,5.0,3.0,233.0
VOLKSWAGEN,ATLAS 4MOTION,SUV - SMALL,3.6,6.0,AS8,X,13.7,10.1,4.0,5.0,282.0
VOLKSWAGEN,BEETLE,COMPACT,2.0,4.0,AS6,X,9.0,7.2,6.0,7.0,191.0
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.0,4.0,AS6,X,9.0,7.2,6.0,7.0,191.0
VOLKSWAGEN,BEETLE DUNE,COMPACT,2.0,4.0,AS6,X,9.1,6.9,6.0,7.0,189.0
VOLKSWAGEN,BEETLE DUNE CONVERTIBLE,SUBCOMPACT,2.0,4.0,AS6,X,9.1,6.9,6.0,7.0,189.0
VOLKSWAGEN,GOLF,COMPACT,1.8,4.0,AS6,X,9.6,7.2,6.0,7.0,199.0
VOLKSWAGEN,GOLF,COMPACT,1.8,4.0,M5,X,9.3,6.9,6.0,7.0,192.0
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4.0,AM6,X,9.6,7.3,6.0,7.0,200.0
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4.0,M6,X,9.6,7.2,6.0,7.0,199.0
VOLKSWAGEN,GOLF R,COMPACT,2.0,4.0,AM7,Z,10.6,8.0,5.0,3.0,220.0
VOLKSWAGEN,GOLF R,COMPACT,2.0,4.0,M6,Z,11.1,8.1,5.0,3.0,227.0
VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4.0,AM6,X,10.7,8.0,5.0,7.0,220.0
VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4.0,M6,X,11.1,7.8,5.0,7.0,225.0
VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4.0,AS6,X,9.6,7.2,6.0,7.0,199.0
VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4.0,M5,X,9.4,6.9,6.0,7.0,192.0
VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4.0,AM6,X,10.8,8.1,5.0,7.0,224.0
VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4.0,M6,X,10.8,7.6,5.0,7.0,218.0
VOLKSWAGEN,PASSAT,MID-SIZE,2.0,4.0,AS6,X,9.3,6.5,6.0,7.0,188.0
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6.0,AM6,X,12.2,8.5,4.0,3.0,246.0
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4.0,AS8,X,10.6,8.7,5.0,7.0,229.0
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2.0,4.0,AS8,X,11.3,8.8,5.0,7.0,237.0
VOLVO,S60 T5 AWD,COMPACT,2.0,4.0,AS8,X,11.0,8.1,5.0,3.0,226.0
VOLVO,S60 T6 AWD,COMPACT,2.0,4.0,AS8,Z,10.9,7.7,5.0,3.0,221.0
VOLVO,S60 POLESTAR,COMPACT,2.0,4.0,AS8,Z,11.8,8.5,5.0,1.0,241.0
VOLVO,S60 CC T5 AWD,COMPACT,2.0,4.0,AS8,X,10.8,7.8,5.0,3.0,220.0
VOLVO,S90 T5 AWD,MID-SIZE,2.0,4.0,AS8,Z,10.1,7.4,6.0,5.0,206.0
VOLVO,S90 T6 AWD,MID-SIZE,2.0,4.0,AS8,Z,10.6,7.6,5.0,5.0,216.0
VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.0,4.0,AS8,X,11.0,8.1,5.0,3.0,226.0
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2.0,4.0,AS8,Z,10.9,7.7,5.0,3.0,221.0
VOLVO,V60 POLESTAR,STATION WAGON - SMALL,2.0,4.0,AS8,Z,11.8,8.5,5.0,1.0,241.0
VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.0,4.0,AS8,X,10.8,7.8,5.0,3.0,220.0
VOLVO,V90 T6 AWD,STATION WAGON - MID-SIZE,2.0,4.0,AS8,Z,10.6,7.6,5.0,5.0,216.0
VOLVO,V90 CC T5 AWD,STATION WAGON - MID-SIZE,2.0,4.0,AS8,Z,10.4,7.7,5.0,5.0,214.0
VOLVO,V90 CC T6 AWD,STATION WAGON - MID-SIZE,2.0,4.0,AS8,Z,10.9,8.0,5.0,5.0,224.0
VOLVO,XC60 T5 AWD,SUV - SMALL,2.0,4.0,AS8,Z,10.7,8.5,5.0,5.0,228.0
VOLVO,XC60 T6 AWD,SUV - SMALL,2.0,4.0,AS8,Z,11.4,8.7,5.0,5.0,240.0
VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4.0,AS8,Z,10.9,8.3,5.0,5.0,227.0
VOLVO,XC90 T6 AWD,SUV - STANDARD,2.0,4.0,AS8,Z,11.5,8.8,5.0,5.0,240.0
